"DAY","INTERVAL_15MIN","PLANNED_LANES_SECURITY","TRANSFERFILTER_GH"
"2017-06-23","9:30","3","0"
"2017-06-23","9:45","3","16"
"2017-06-24","0:0","0","0"
"2017-06-24","0:15","0","0"
"2017-06-24","0:30","0","0"
"2017-06-24","0:45","0","0"
"2017-06-24","10:0","2","0"
"2017-06-24","10:15","2","0"
"2017-06-24","10:30","1","0"
"2017-06-24","10:45","1","0"
"2017-06-24","11:0","1","0"
"2017-06-24","11:15","1","0"
"2017-06-24","11:30","1","4"
"2017-06-24","11:45","1","3"
"2017-06-24","12:0","1","35"
"2017-06-24","12:15","1","0"
"2017-06-24","12:30","1","0"
"2017-06-24","12:45","1","0"
"2017-06-24","13:0","1","0"
"2017-06-24","13:15","1","6"
"2017-06-24","13:30","1","3"
"2017-06-24","13:45","1","0"
"2017-06-24","14:0","1","0"
"2017-06-24","14:15","1","5"
"2017-06-24","14:30","1","0"
"2017-06-24","14:45","1","0"
"2017-06-24","15:0","1","0"
"2017-06-24","15:15","1","2"
"2017-06-24","15:30","1","1"
"2017-06-24","15:45","1","0"
"2017-06-24","16:0","1","0"
"2017-06-24","16:15","1","0"
"2017-06-24","16:30","1","0"
"2017-06-24","16:45","1","5"
"2017-06-24","17:0","1","0"
"2017-06-24","17:15","1","15"
"2017-06-24","17:30","1","10"
"2017-06-24","17:45","1","4"
"2017-06-24","18:0","1","1"
"2017-06-24","18:15","1","0"
"2017-06-24","18:30","1","0"
"2017-06-24","18:45","1","0"
"2017-06-24","19:0","1","0"
"2017-06-24","19:15","1","0"
"2017-06-24","19:30","1","1"
"2017-06-24","19:45","1","4"
"2017-06-24","1:0","0","0"
"2017-06-24","1:15","0","0"
"2017-06-24","1:30","0","0"
"2017-06-24","1:45","0","0"
"2017-06-24","20:0","1","2"
"2017-06-24","20:15","1","2"
"2017-06-24","20:30","1","0"
"2017-06-24","20:45","1","0"
"2017-06-24","21:0","1","0"
"2017-06-24","21:15","1","0"
"2017-06-24","21:30","1","0"
"2017-06-24","21:45","1","0"
"2017-06-24","22:0","1","0"
"2017-06-24","22:15","1","10"
"2017-06-24","22:30","1","12"
"2017-06-24","22:45","1","0"
"2017-06-24","23:0","1","0"
"2017-06-24","23:15","1","0"
"2017-06-24","23:30","0","0"
"2017-06-24","23:45","0","0"
"2017-06-24","2:0","0","0"
"2017-06-24","2:15","0","0"
"2017-06-24","2:30","0","0"
"2017-06-24","2:45","0","0"
"2017-06-24","3:0","0","0"
"2017-06-24","3:15","0","0"
"2017-06-24","3:30","0","0"
"2017-06-24","3:45","0","0"
"2017-06-24","4:0","0","0"
"2017-06-24","4:15","0","0"
"2017-06-24","4:30","1","0"
"2017-06-24","4:45","1","0"
"2017-06-24","5:0","1","0"
"2017-06-24","5:15","1","0"
"2017-06-24","5:30","1","0"
"2017-06-24","5:45","1","0"
"2017-06-24","6:0","2","0"
"2017-06-24","6:15","2","0"
"2017-06-24","6:30","3","0"
"2017-06-24","6:45","3","30"
"2017-06-24","7:0","3","7"
"2017-06-24","7:15","3","18"
"2017-06-24","7:30","3","7"
"2017-06-24","7:45","3","16"
"2017-06-24","8:0","4","100"
"2017-06-24","8:15","4","119"
"2017-06-24","8:30","4","36"
"2017-06-24","8:45","4","0"
"2017-06-24","9:0","4","0"
"2017-06-24","9:15","4","23"
"2017-06-24","9:30","3","0"
"2017-06-24","9:45","3","13"
"2017-06-25","0:0","0","0"
"2017-06-25","0:15","0","0"
"2017-06-25","0:30","0","0"
"2017-06-25","0:45","0","0"
"2017-06-25","10:0","2","0"
"2017-06-25","10:15","2","0"
"2017-06-25","10:30","1","0"
"2017-06-25","10:45","1","0"
"2017-06-25","11:0","1","0"
"2017-06-25","11:15","1","0"
"2017-06-25","11:30","1","2"
"2017-06-25","11:45","1","5"
"2017-06-25","12:0","1","36"
"2017-06-25","12:15","1","0"
"2017-06-25","12:30","1","0"
"2017-06-25","12:45","1","0"
"2017-06-25","13:0","1","0"
"2017-06-25","13:15","1","5"
"2017-06-25","13:30","1","62"
"2017-06-25","13:45","1","0"
"2017-06-25","14:0","1","0"
"2017-06-25","14:15","1","7"
"2017-06-25","14:30","1","0"
"2017-06-25","14:45","1","0"
"2017-06-25","15:0","1","0"
"2017-06-25","15:15","1","1"
"2017-06-25","15:30","1","0"
"2017-06-25","15:45","1","0"
"2017-06-25","16:0","1","0"
"2017-06-25","16:15","1","0"
"2017-06-25","16:30","1","0"
"2017-06-25","16:45","1","1"
"2017-06-25","17:0","1","0"
"2017-06-25","17:15","1","6"
"2017-06-25","17:30","1","18"
"2017-06-25","17:45","1","3"
"2017-06-25","18:0","1","0"
"2017-06-25","18:15","1","0"
"2017-06-25","18:30","1","0"
"2017-06-25","18:45","1","0"
"2017-06-25","19:0","1","0"
"2017-06-25","19:15","1","0"
"2017-06-25","19:30","1","0"
"2017-06-25","19:45","1","0"
"2017-06-25","1:0","0","0"
"2017-06-25","1:15","0","0"
"2017-06-25","1:30","0","0"
"2017-06-25","1:45","0","0"
"2017-06-25","20:0","1","2"
"2017-06-25","20:15","1","1"
"2017-06-25","20:30","1","0"
"2017-06-25","20:45","1","0"
"2017-06-25","21:0","1","0"
"2017-06-25","21:15","1","0"
"2017-06-25","21:30","1","0"
"2017-06-25","21:45","1","0"
"2017-06-25","22:0","1","0"
"2017-06-25","22:15","1","13"
"2017-06-25","22:30","1","15"
"2017-06-25","22:45","1","0"
"2017-06-25","23:0","1","0"
"2017-06-25","23:15","1","0"
"2017-06-25","23:30","0","0"
"2017-06-25","23:45","0","0"
"2017-06-25","2:0","0","0"
"2017-06-25","2:15","0","0"
"2017-06-25","2:30","0","0"
"2017-06-25","2:45","0","0"
"2017-06-25","3:0","0","0"
"2017-06-25","3:15","0","0"
"2017-06-25","3:30","0","0"
"2017-06-25","3:45","0","0"
"2017-06-25","4:0","0","0"
"2017-06-25","4:15","0","0"
"2017-06-25","4:30","1","0"
"2017-06-25","4:45","1","0"
"2017-06-25","5:0","1","0"
"2017-06-25","5:15","1","0"
"2017-06-25","5:30","2","0"
"2017-06-25","5:45","2","0"
"2017-06-25","6:0","2","0"
"2017-06-25","6:15","2","0"
"2017-06-25","6:30","2","0"
"2017-06-25","6:45","2","26"
"2017-06-25","7:0","3","7"
"2017-06-25","7:15","3","24"
"2017-06-25","7:30","4","8"
"2017-06-25","7:45","4","0"
"2017-06-25","8:0","4","61"
"2017-06-25","8:15","4","84"
"2017-06-25","8:30","4","67"
"2017-06-25","8:45","4","16"
"2017-06-25","9:0","4","0"
"2017-06-25","9:15","4","19"
"2017-06-25","9:30","3","0"
"2017-06-25","9:45","3","7"
"2017-06-26","0:0","0","0"
"2017-06-26","0:15","0","0"
"2017-06-26","0:30","0","0"
"2017-06-26","0:45","0","0"
"2017-06-26","10:0","1","0"
"2017-06-26","10:15","1","0"
"2017-06-26","10:30","1","0"
"2017-06-26","10:45","1","0"
"2017-06-26","11:0","1","0"
"2017-06-26","11:15","1","0"
"2017-06-26","11:30","1","0"
"2017-06-26","11:45","1","0"
"2017-06-26","12:0","1","49"
"2017-06-26","12:15","1","1"
"2017-06-26","12:30","1","0"
"2017-06-26","12:45","1","0"
"2017-06-26","13:0","1","0"
"2017-06-26","13:15","1","6"
"2017-06-26","13:30","1","1"
"2017-06-26","13:45","1","0"
"2017-06-26","14:0","1","0"
"2017-06-26","14:15","1","6"
"2017-06-26","14:30","1","0"
"2017-06-26","14:45","1","51"
"2017-06-26","15:0","1","0"
"2017-06-26","15:15","1","0"
"2017-06-26","15:30","1","0"
"2017-06-26","15:45","1","0"
"2017-06-26","16:0","1","0"
"2017-06-26","16:15","1","0"
"2017-06-26","16:30","1","0"
"2017-06-26","16:45","1","9"
"2017-06-26","17:0","1","4"
"2017-06-26","17:15","1","10"
"2017-06-26","17:30","1","6"
"2017-06-26","17:45","1","3"
"2017-06-26","18:0","1","1"
"2017-06-26","18:15","1","0"
"2017-06-26","18:30","1","0"
"2017-06-26","18:45","1","0"
"2017-06-26","19:0","1","0"
"2017-06-26","19:15","1","0"
"2017-06-26","19:30","1","0"
"2017-06-26","19:45","1","0"
"2017-06-26","1:0","0","0"
"2017-06-26","1:15","0","0"
"2017-06-26","1:30","0","0"
"2017-06-26","1:45","0","0"
"2017-06-26","20:0","1","2"
"2017-06-26","20:15","1","0"
"2017-06-26","20:30","1","0"
"2017-06-26","20:45","1","0"
"2017-06-26","21:0","1","0"
"2017-06-26","21:15","1","0"
"2017-06-26","21:30","1","0"
"2017-06-26","21:45","1","0"
"2017-06-26","22:0","1","0"
"2017-06-26","22:15","1","14"
"2017-06-26","22:30","1","13"
"2017-06-26","22:45","1","0"
"2017-06-26","23:0","1","0"
"2017-06-26","23:15","1","0"
"2017-06-26","23:30","0","0"
"2017-06-26","23:45","0","0"
"2017-06-26","2:0","0","0"
"2017-06-26","2:15","0","0"
"2017-06-26","2:30","0","0"
"2017-06-26","2:45","0","0"
"2017-06-26","3:0","0","0"
"2017-06-26","3:15","0","0"
"2017-06-26","3:30","0","0"
"2017-06-26","3:45","0","0"
"2017-06-26","4:0","0","0"
"2017-06-26","4:15","0","0"
"2017-06-26","4:30","1","0"
"2017-06-26","4:45","1","0"
"2017-06-26","5:0","1","0"
"2017-06-26","5:15","1","0"
"2017-06-26","5:30","2","0"
"2017-06-26","5:45","2","0"
"2017-06-26","6:0","2","0"
"2017-06-26","6:15","2","0"
"2017-06-26","6:30","2","0"
"2017-06-26","6:45","2","41"
"2017-06-26","7:0","3","11"
"2017-06-26","7:15","3","23"
"2017-06-26","7:30","4","5"
"2017-06-26","7:45","4","0"
"2017-06-26","8:0","4","93"
"2017-06-26","8:15","4","127"
"2017-06-26","8:30","4","56"
"2017-06-26","8:45","4","0"
"2017-06-26","9:0","4","0"
"2017-06-26","9:15","4","18"
"2017-06-26","9:30","3","0"
"2017-06-26","9:45","3","12"
"2017-06-27","0:0","0","0"
"2017-06-27","0:15","0","0"
"2017-06-27","0:30","0","0"
"2017-06-27","0:45","0","0"
"2017-06-27","10:0","2","0"
"2017-06-27","10:15","2","0"
"2017-06-27","10:30","1","0"
"2017-06-27","10:45","1","0"
"2017-06-27","11:0","1","0"
"2017-06-27","11:15","1","0"
"2017-06-27","11:30","1","5"
"2017-06-27","11:45","1","1"
"2017-06-27","12:0","1","40"
"2017-06-27","12:15","1","0"
"2017-06-27","12:30","1","0"
"2017-06-27","12:45","1","0"
"2017-06-27","13:0","1","76"
"2017-06-27","13:15","1","5"
"2017-06-27","13:30","1","4"
"2017-06-27","13:45","1","2"
"2017-06-27","14:0","1","0"
"2017-06-27","14:15","1","5"
"2017-06-27","14:30","1","0"
"2017-06-27","14:45","1","12"
"2017-06-27","15:0","1","0"
"2017-06-27","15:15","1","1"
"2017-06-27","15:30","1","0"
"2017-06-27","15:45","1","0"
"2017-06-27","16:0","1","0"
"2017-06-27","16:15","1","0"
"2017-06-27","16:30","1","0"
"2017-06-27","16:45","1","2"
"2017-06-27","17:0","1","0"
"2017-06-27","17:15","1","8"
"2017-06-27","17:30","1","8"
"2017-06-27","17:45","1","4"
"2017-06-27","18:0","1","0"
"2017-06-27","18:15","1","0"
"2017-06-27","18:30","1","0"
"2017-06-27","18:45","1","0"
"2017-06-27","19:0","1","0"
"2017-06-27","19:15","1","0"
"2017-06-27","19:30","1","2"
"2017-06-27","19:45","1","5"
"2017-06-27","1:0","0","0"
"2017-06-27","1:15","0","0"
"2017-06-27","1:30","0","0"
"2017-06-27","1:45","0","0"
"2017-06-27","20:0","1","3"
"2017-06-27","20:15","1","2"
"2017-06-27","20:30","1","0"
"2017-06-27","20:45","1","0"
"2017-06-27","21:0","1","0"
"2017-06-27","21:15","1","0"
"2017-06-27","21:30","1","0"
"2017-06-27","21:45","1","0"
"2017-06-27","22:0","1","0"
"2017-06-27","22:15","1","7"
"2017-06-27","22:30","1","12"
"2017-06-27","22:45","1","0"
"2017-06-27","23:0","1","0"
"2017-06-27","23:15","1","0"
"2017-06-27","23:30","0","0"
"2017-06-27","23:45","0","0"
"2017-06-27","2:0","0","0"
"2017-06-27","2:15","0","0"
"2017-06-27","2:30","0","0"
"2017-06-27","2:45","0","0"
"2017-06-27","3:0","0","0"
"2017-06-27","3:15","0","0"
"2017-06-27","3:30","0","0"
"2017-06-27","3:45","0","0"
"2017-06-27","4:0","0","0"
"2017-06-27","4:15","0","0"
"2017-06-27","4:30","1","0"
"2017-06-27","4:45","1","0"
"2017-06-27","5:0","1","0"
"2017-06-27","5:15","1","0"
"2017-06-27","5:30","2","0"
"2017-06-27","5:45","2","0"
"2017-06-27","6:0","2","0"
"2017-06-27","6:15","2","0"
"2017-06-27","6:30","3","0"
"2017-06-27","6:45","3","39"
"2017-06-27","7:0","3","4"
"2017-06-27","7:15","3","17"
"2017-06-27","7:30","4","3"
"2017-06-27","7:45","4","0"
"2017-06-27","8:0","4","59"
"2017-06-27","8:15","4","129"
"2017-06-27","8:30","4","76"
"2017-06-27","8:45","4","0"
"2017-06-27","9:0","4","0"
"2017-06-27","9:15","4","17"
"2017-06-27","9:30","3","0"
"2017-06-27","9:45","3","11"
"2017-06-28","0:0","0","0"
"2017-06-28","0:15","0","0"
"2017-06-28","0:30","0","0"
"2017-06-28","0:45","0","0"
"2017-06-28","10:0","2","0"
"2017-06-28","10:15","2","0"
"2017-06-28","10:30","1","0"
"2017-06-28","10:45","1","0"
"2017-06-28","11:0","1","0"
"2017-06-28","11:15","1","0"
"2017-06-28","11:30","1","2"
"2017-06-28","11:45","1","0"
"2017-06-28","12:0","1","38"
"2017-06-28","12:15","1","1"
"2017-06-28","12:30","1","0"
"2017-06-28","12:45","1","0"
"2017-06-28","13:0","1","72"
"2017-06-28","13:15","1","6"
"2017-06-28","13:30","1","2"
"2017-06-28","13:45","1","0"
"2017-06-28","14:0","1","0"
"2017-06-28","14:15","1","5"
"2017-06-28","14:30","1","0"
"2017-06-28","14:45","1","0"
"2017-06-28","15:0","1","0"
"2017-06-28","15:15","1","3"
"2017-06-28","15:30","1","0"
"2017-06-28","15:45","1","0"
"2017-06-28","16:0","1","0"
"2017-06-28","16:15","1","0"
"2017-06-28","16:30","1","0"
"2017-06-28","16:45","1","2"
"2017-06-28","17:0","1","0"
"2017-06-28","17:15","1","14"
"2017-06-28","17:30","1","6"
"2017-06-28","17:45","1","5"
"2017-06-28","18:0","1","0"
"2017-06-28","18:15","1","0"
"2017-06-28","18:30","1","0"
"2017-06-28","18:45","1","0"
"2017-06-28","19:0","1","0"
"2017-06-28","19:15","1","0"
"2017-06-28","19:30","1","0"
"2017-06-28","19:45","1","0"
"2017-06-28","1:0","0","0"
"2017-06-28","1:15","0","0"
"2017-06-28","1:30","0","0"
"2017-06-28","1:45","0","0"
"2017-06-28","20:0","1","3"
"2017-06-28","20:15","1","8"
"2017-06-28","20:30","1","5"
"2017-06-28","20:45","1","0"
"2017-06-28","21:0","1","0"
"2017-06-28","21:15","1","0"
"2017-06-28","21:30","1","0"
"2017-06-28","21:45","1","0"
"2017-06-28","22:0","1","0"
"2017-06-28","22:15","1","11"
"2017-06-28","22:30","1","13"
"2017-06-28","22:45","1","0"
"2017-06-28","23:0","1","0"
"2017-06-28","23:15","1","0"
"2017-06-28","23:30","0","0"
"2017-06-28","23:45","0","0"
"2017-06-28","2:0","0","0"
"2017-06-28","2:15","0","0"
"2017-06-28","2:30","0","0"
"2017-06-28","2:45","0","0"
"2017-06-28","3:0","0","0"
"2017-06-28","3:15","0","0"
"2017-06-28","3:30","0","0"
"2017-06-28","3:45","0","0"
"2017-06-28","4:0","0","0"
"2017-06-28","4:15","0","0"
"2017-06-28","4:30","1","0"
"2017-06-28","4:45","1","0"
"2017-06-28","5:0","1","0"
"2017-06-28","5:15","1","0"
"2017-06-28","5:30","2","0"
"2017-06-28","5:45","2","0"
"2017-06-28","6:0","2","0"
"2017-06-28","6:15","2","0"
"2017-06-28","6:30","3","0"
"2017-06-28","6:45","3","35"
"2017-06-28","7:0","3","8"
"2017-06-28","7:15","3","32"
"2017-06-28","7:30","3","25"
"2017-06-28","7:45","3","0"
"2017-06-28","8:0","4","38"
"2017-06-28","8:15","4","103"
"2017-06-28","8:30","4","59"
"2017-06-28","8:45","4","0"
"2017-06-28","9:0","4","0"
"2017-06-28","9:15","4","17"
"2017-06-28","9:30","3","0"
"2017-06-28","9:45","3","9"
"2017-06-29","0:0","0","0"
"2017-06-29","0:15","0","0"
"2017-06-29","0:30","0","0"
"2017-06-29","0:45","0","0"
"2017-06-29","10:0","2","0"
"2017-06-29","10:15","2","0"
"2017-06-29","10:30","1","0"
"2017-06-29","10:45","1","0"
"2017-06-29","11:0","1","0"
"2017-06-29","11:15","1","0"
"2017-06-29","11:30","1","1"
"2017-06-29","11:45","1","3"
"2017-06-29","12:0","1","26"
"2017-06-29","12:15","1","0"
"2017-06-29","12:30","1","0"
"2017-06-29","12:45","1","0"
"2017-06-29","13:0","1","0"
"2017-06-29","13:15","1","6"
"2017-06-29","13:30","1","3"
"2017-06-29","13:45","1","2"
"2017-06-29","14:0","1","0"
"2017-06-29","14:15","1","3"
"2017-06-29","14:30","1","0"
"2017-06-29","14:45","1","0"
"2017-06-29","15:0","1","0"
"2017-06-29","15:15","1","2"
"2017-06-29","15:30","1","0"
"2017-06-29","15:45","1","0"
"2017-06-29","16:0","1","0"
"2017-06-29","16:15","1","0"
"2017-06-29","16:30","1","0"
"2017-06-29","16:45","1","3"
"2017-06-29","17:0","1","0"
"2017-06-29","17:15","1","11"
"2017-06-29","17:30","1","9"
"2017-06-29","17:45","1","6"
"2017-06-29","18:0","1","1"
"2017-06-29","18:15","1","0"
"2017-06-29","18:30","1","0"
"2017-06-29","18:45","1","0"
"2017-06-29","19:0","1","0"
"2017-06-29","19:15","1","0"
"2017-06-29","19:30","1","2"
"2017-06-29","19:45","1","2"
"2017-06-29","1:0","0","0"
"2017-06-29","1:15","0","0"
"2017-06-29","1:30","0","0"
"2017-06-29","1:45","0","0"
"2017-06-29","20:0","1","4"
"2017-06-29","20:15","1","16"
"2017-06-29","20:30","1","3"
"2017-06-29","20:45","1","0"
"2017-06-29","21:0","1","0"
"2017-06-29","21:15","1","0"
"2017-06-29","21:30","1","0"
"2017-06-29","21:45","1","0"
"2017-06-29","22:0","1","0"
"2017-06-29","22:15","1","9"
"2017-06-29","22:30","1","11"
"2017-06-29","22:45","1","0"
"2017-06-29","23:0","1","0"
"2017-06-29","23:15","1","0"
"2017-06-29","23:30","0","0"
"2017-06-29","23:45","0","0"
"2017-06-29","2:0","0","0"
"2017-06-29","2:15","0","0"
"2017-06-29","2:30","0","0"
"2017-06-29","2:45","0","0"
"2017-06-29","3:0","0","0"
"2017-06-29","3:15","0","0"
"2017-06-29","3:30","0","0"
"2017-06-29","3:45","0","0"
"2017-06-29","4:0","0","0"
"2017-06-29","4:15","0","0"
"2017-06-29","4:30","1","0"
"2017-06-29","4:45","1","0"
"2017-06-29","5:0","1","0"
"2017-06-29","5:15","1","0"
"2017-06-29","5:30","2","0"
"2017-06-29","5:45","2","0"
"2017-06-29","6:0","2","0"
"2017-06-29","6:15","2","0"
"2017-06-29","6:30","3","0"
"2017-06-29","6:45","3","30"
"2017-06-29","7:0","3","8"
"2017-06-29","7:15","3","16"
"2017-06-29","7:30","4","7"
"2017-06-29","7:45","4","0"
"2017-06-29","8:0","4","179"
"2017-06-29","8:15","4","118"
"2017-06-29","8:30","4","74"
"2017-06-29","8:45","4","1"
"2017-06-29","9:0","4","0"
"2017-06-29","9:15","4","17"
"2017-06-29","9:30","3","0"
"2017-06-29","9:45","3","12"
"2017-06-30","0:0","0","0"
"2017-06-30","0:15","0","0"
"2017-06-30","0:30","0","0"
"2017-06-30","0:45","0","0"
"2017-06-30","10:0","1","0"
"2017-06-30","10:15","1","0"
"2017-06-30","10:30","1","0"
"2017-06-30","10:45","1","0"
"2017-06-30","11:0","1","0"
"2017-06-30","11:15","1","4"
"2017-06-30","11:30","1","2"
"2017-06-30","11:45","1","0"
"2017-06-30","12:0","1","51"
"2017-06-30","12:15","1","1"
"2017-06-30","12:30","1","0"
"2017-06-30","12:45","1","0"
"2017-06-30","13:0","1","94"
"2017-06-30","13:15","1","14"
"2017-06-30","13:30","1","3"
"2017-06-30","13:45","1","0"
"2017-06-30","14:0","1","0"
"2017-06-30","14:15","1","3"
"2017-06-30","14:30","1","0"
"2017-06-30","14:45","1","4"
"2017-06-30","15:0","1","0"
"2017-06-30","15:15","1","2"
"2017-06-30","15:30","1","0"
"2017-06-30","15:45","1","0"
"2017-06-30","16:0","1","0"
"2017-06-30","16:15","1","0"
"2017-06-30","16:30","1","0"
"2017-06-30","16:45","1","1"
"2017-06-30","17:0","1","1"
"2017-06-30","17:15","1","12"
"2017-06-30","17:30","1","22"
"2017-06-30","17:45","1","1"
"2017-06-30","18:0","1","0"
"2017-06-30","18:15","1","0"
"2017-06-30","18:30","1","0"
"2017-06-30","18:45","1","0"
"2017-06-30","19:0","1","6"
"2017-06-30","19:15","1","0"
"2017-06-30","19:30","1","0"
"2017-06-30","19:45","1","0"
"2017-06-30","1:0","0","0"
"2017-06-30","1:15","0","0"
"2017-06-30","1:30","0","0"
"2017-06-30","1:45","0","0"
"2017-06-30","20:0","1","1"
"2017-06-30","20:15","1","12"
"2017-06-30","20:30","1","3"
"2017-06-30","20:45","1","0"
"2017-06-30","21:0","1","0"
"2017-06-30","21:15","1","0"
"2017-06-30","21:30","1","0"
"2017-06-30","21:45","1","0"
"2017-06-30","22:0","1","0"
"2017-06-30","22:15","1","9"
"2017-06-30","22:30","1","10"
"2017-06-30","22:45","1","0"
"2017-06-30","23:0","1","0"
"2017-06-30","23:15","1","0"
"2017-06-30","23:30","0","0"
"2017-06-30","23:45","0","0"
"2017-06-30","2:0","0","0"
"2017-06-30","2:15","0","0"
"2017-06-30","2:30","0","0"
"2017-06-30","2:45","0","0"
"2017-06-30","3:0","0","0"
"2017-06-30","3:15","0","0"
"2017-06-30","3:30","0","0"
"2017-06-30","3:45","0","0"
"2017-06-30","4:0","0","0"
"2017-06-30","4:15","0","0"
"2017-06-30","4:30","1","0"
"2017-06-30","4:45","1","0"
"2017-06-30","5:0","1","0"
"2017-06-30","5:15","1","0"
"2017-06-30","5:30","2","0"
"2017-06-30","5:45","2","0"
"2017-06-30","6:0","3","0"
"2017-06-30","6:15","3","0"
"2017-06-30","6:30","3","0"
"2017-06-30","6:45","3","40"
"2017-06-30","7:0","4","10"
"2017-06-30","7:15","4","20"
"2017-06-30","7:30","4","8"
"2017-06-30","7:45","4","0"
"2017-06-30","8:0","4","62"
"2017-06-30","8:15","4","123"
"2017-06-30","8:30","4","85"
"2017-06-30","8:45","4","7"
"2017-06-30","9:0","4","0"
"2017-06-30","9:15","4","17"
