"DAY","INTERVAL_15MIN","PLANNED_LANES_SECURITY","TRANSFERFILTER_GH"
"2017-07-07","9:30","3","0"
"2017-07-07","9:45","3","5"
"2017-07-08","0:0","0","0"
"2017-07-08","0:15","0","0"
"2017-07-08","0:30","0","0"
"2017-07-08","0:45","0","0"
"2017-07-08","10:0","2","0"
"2017-07-08","10:15","2","0"
"2017-07-08","10:30","1","0"
"2017-07-08","10:45","1","0"
"2017-07-08","11:0","1","0"
"2017-07-08","11:15","1","0"
"2017-07-08","11:30","1","3"
"2017-07-08","11:45","1","0"
"2017-07-08","12:0","1","44"
"2017-07-08","12:15","1","4"
"2017-07-08","12:30","1","0"
"2017-07-08","12:45","1","0"
"2017-07-08","13:0","1","0"
"2017-07-08","13:15","1","2"
"2017-07-08","13:30","1","0"
"2017-07-08","13:45","1","0"
"2017-07-08","14:0","1","0"
"2017-07-08","14:15","1","3"
"2017-07-08","14:30","1","0"
"2017-07-08","14:45","1","0"
"2017-07-08","15:0","1","0"
"2017-07-08","15:15","1","0"
"2017-07-08","15:30","1","1"
"2017-07-08","15:45","1","0"
"2017-07-08","16:0","1","0"
"2017-07-08","16:15","1","0"
"2017-07-08","16:30","1","0"
"2017-07-08","16:45","1","0"
"2017-07-08","17:0","1","0"
"2017-07-08","17:15","1","5"
"2017-07-08","17:30","1","17"
"2017-07-08","17:45","1","2"
"2017-07-08","18:0","1","0"
"2017-07-08","18:15","1","0"
"2017-07-08","18:30","1","0"
"2017-07-08","18:45","1","0"
"2017-07-08","19:0","1","0"
"2017-07-08","19:15","1","0"
"2017-07-08","19:30","1","2"
"2017-07-08","19:45","1","5"
"2017-07-08","1:0","0","0"
"2017-07-08","1:15","0","0"
"2017-07-08","1:30","0","0"
"2017-07-08","1:45","0","0"
"2017-07-08","20:0","1","10"
"2017-07-08","20:15","1","1"
"2017-07-08","20:30","1","0"
"2017-07-08","20:45","1","0"
"2017-07-08","21:0","1","0"
"2017-07-08","21:15","1","0"
"2017-07-08","21:30","1","0"
"2017-07-08","21:45","1","0"
"2017-07-08","22:0","1","0"
"2017-07-08","22:15","1","5"
"2017-07-08","22:30","1","10"
"2017-07-08","22:45","1","0"
"2017-07-08","23:0","1","0"
"2017-07-08","23:15","1","0"
"2017-07-08","23:30","0","0"
"2017-07-08","23:45","0","0"
"2017-07-08","2:0","0","0"
"2017-07-08","2:15","0","0"
"2017-07-08","2:30","0","0"
"2017-07-08","2:45","0","0"
"2017-07-08","3:0","0","0"
"2017-07-08","3:15","0","0"
"2017-07-08","3:30","0","0"
"2017-07-08","3:45","0","0"
"2017-07-08","4:0","0","0"
"2017-07-08","4:15","0","0"
"2017-07-08","4:30","1","0"
"2017-07-08","4:45","1","0"
"2017-07-08","5:0","1","0"
"2017-07-08","5:15","1","0"
"2017-07-08","5:30","1","0"
"2017-07-08","5:45","1","0"
"2017-07-08","6:0","2","0"
"2017-07-08","6:15","2","0"
"2017-07-08","6:30","3","0"
"2017-07-08","6:45","3","24"
"2017-07-08","7:0","3","0"
"2017-07-08","7:15","3","22"
"2017-07-08","7:30","4","5"
"2017-07-08","7:45","4","9"
"2017-07-08","8:0","4","87"
"2017-07-08","8:15","4","88"
"2017-07-08","8:30","4","23"
"2017-07-08","8:45","4","0"
"2017-07-08","9:0","4","0"
"2017-07-08","9:15","4","17"
"2017-07-08","9:30","3","0"
"2017-07-08","9:45","3","3"
"2017-07-09","0:0","0","0"
"2017-07-09","0:15","0","0"
"2017-07-09","0:30","0","0"
"2017-07-09","0:45","0","0"
"2017-07-09","10:0","2","0"
"2017-07-09","10:15","2","0"
"2017-07-09","10:30","1","0"
"2017-07-09","10:45","1","0"
"2017-07-09","11:0","1","0"
"2017-07-09","11:15","1","0"
"2017-07-09","11:30","1","6"
"2017-07-09","11:45","1","1"
"2017-07-09","12:0","1","46"
"2017-07-09","12:15","1","0"
"2017-07-09","12:30","1","0"
"2017-07-09","12:45","1","0"
"2017-07-09","13:0","1","0"
"2017-07-09","13:15","1","2"
"2017-07-09","13:30","1","95"
"2017-07-09","13:45","1","0"
"2017-07-09","14:0","1","0"
"2017-07-09","14:15","1","7"
"2017-07-09","14:30","1","0"
"2017-07-09","14:45","1","6"
"2017-07-09","15:0","1","0"
"2017-07-09","15:15","1","0"
"2017-07-09","15:30","1","0"
"2017-07-09","15:45","1","0"
"2017-07-09","16:0","1","2"
"2017-07-09","16:15","1","0"
"2017-07-09","16:30","1","0"
"2017-07-09","16:45","1","0"
"2017-07-09","17:0","1","0"
"2017-07-09","17:15","1","11"
"2017-07-09","17:30","1","14"
"2017-07-09","17:45","1","2"
"2017-07-09","18:0","1","0"
"2017-07-09","18:15","1","0"
"2017-07-09","18:30","1","0"
"2017-07-09","18:45","1","0"
"2017-07-09","19:0","1","0"
"2017-07-09","19:15","1","0"
"2017-07-09","19:30","1","0"
"2017-07-09","19:45","1","0"
"2017-07-09","1:0","0","0"
"2017-07-09","1:15","0","0"
"2017-07-09","1:30","0","0"
"2017-07-09","1:45","0","0"
"2017-07-09","20:0","1","1"
"2017-07-09","20:15","1","0"
"2017-07-09","20:30","1","0"
"2017-07-09","20:45","1","0"
"2017-07-09","21:0","1","0"
"2017-07-09","21:15","1","0"
"2017-07-09","21:30","1","0"
"2017-07-09","21:45","1","0"
"2017-07-09","22:0","1","0"
"2017-07-09","22:15","1","11"
"2017-07-09","22:30","1","11"
"2017-07-09","22:45","1","0"
"2017-07-09","23:0","1","0"
"2017-07-09","23:15","1","0"
"2017-07-09","23:30","0","0"
"2017-07-09","23:45","0","0"
"2017-07-09","2:0","0","0"
"2017-07-09","2:15","0","0"
"2017-07-09","2:30","0","0"
"2017-07-09","2:45","0","0"
"2017-07-09","3:0","0","0"
"2017-07-09","3:15","0","0"
"2017-07-09","3:30","0","0"
"2017-07-09","3:45","0","0"
"2017-07-09","4:0","0","0"
"2017-07-09","4:15","0","0"
"2017-07-09","4:30","1","0"
"2017-07-09","4:45","1","0"
"2017-07-09","5:0","1","0"
"2017-07-09","5:15","1","0"
"2017-07-09","5:30","1","0"
"2017-07-09","5:45","1","0"
"2017-07-09","6:0","2","0"
"2017-07-09","6:15","2","0"
"2017-07-09","6:30","3","0"
"2017-07-09","6:45","3","17"
"2017-07-09","7:0","3","0"
"2017-07-09","7:15","3","20"
"2017-07-09","7:30","4","2"
"2017-07-09","7:45","4","0"
"2017-07-09","8:0","4","58"
"2017-07-09","8:15","4","105"
"2017-07-09","8:30","4","76"
"2017-07-09","8:45","4","11"
"2017-07-09","9:0","4","0"
"2017-07-09","9:15","4","14"
"2017-07-09","9:30","3","0"
"2017-07-09","9:45","3","2"
"2017-07-10","0:0","7","0"
"2017-07-10","0:15","7","0"
"2017-07-10","0:30","7","0"
"2017-07-10","0:45","7","0"
"2017-07-10","10:0","7","0"
"2017-07-10","10:15","7","0"
"2017-07-10","10:30","7","0"
"2017-07-10","10:45","7","0"
"2017-07-10","11:0","7","0"
"2017-07-10","11:15","7","0"
"2017-07-10","11:30","7","0"
"2017-07-10","11:45","7","0"
"2017-07-10","12:0","7","16"
"2017-07-10","12:15","7","0"
"2017-07-10","12:30","7","0"
"2017-07-10","12:45","7","0"
"2017-07-10","13:0","7","3"
"2017-07-10","13:15","7","3"
"2017-07-10","13:30","7","4"
"2017-07-10","13:45","7","0"
"2017-07-10","14:0","7","0"
"2017-07-10","14:15","7","6"
"2017-07-10","14:30","7","0"
"2017-07-10","14:45","7","61"
"2017-07-10","15:0","7","0"
"2017-07-10","15:15","7","1"
"2017-07-10","15:30","7","0"
"2017-07-10","15:45","7","0"
"2017-07-10","16:0","7","0"
"2017-07-10","16:15","7","0"
"2017-07-10","16:30","7","0"
"2017-07-10","16:45","7","0"
"2017-07-10","17:0","7","0"
"2017-07-10","17:15","7","9"
"2017-07-10","17:30","7","7"
"2017-07-10","17:45","7","0"
"2017-07-10","18:0","7","0"
"2017-07-10","18:15","7","0"
"2017-07-10","18:30","7","4"
"2017-07-10","18:45","7","2"
"2017-07-10","19:0","7","0"
"2017-07-10","19:15","7","0"
"2017-07-10","19:30","7","0"
"2017-07-10","19:45","7","0"
"2017-07-10","1:0","7","0"
"2017-07-10","1:15","7","0"
"2017-07-10","1:30","7","0"
"2017-07-10","1:45","7","0"
"2017-07-10","20:0","7","6"
"2017-07-10","20:15","7","0"
"2017-07-10","20:30","7","0"
"2017-07-10","20:45","7","0"
"2017-07-10","21:0","7","0"
"2017-07-10","21:15","7","0"
"2017-07-10","21:30","7","0"
"2017-07-10","21:45","7","0"
"2017-07-10","22:0","7","0"
"2017-07-10","22:15","7","12"
"2017-07-10","22:30","7","9"
"2017-07-10","22:45","7","0"
"2017-07-10","23:0","7","0"
"2017-07-10","23:15","7","0"
"2017-07-10","23:30","7","0"
"2017-07-10","23:45","7","0"
"2017-07-10","2:0","7","0"
"2017-07-10","2:15","7","0"
"2017-07-10","2:30","7","0"
"2017-07-10","2:45","7","0"
"2017-07-10","3:0","7","0"
"2017-07-10","3:15","7","0"
"2017-07-10","3:30","7","0"
"2017-07-10","3:45","7","0"
"2017-07-10","4:0","7","0"
"2017-07-10","4:15","7","0"
"2017-07-10","4:30","7","0"
"2017-07-10","4:45","7","0"
"2017-07-10","5:0","7","0"
"2017-07-10","5:15","7","0"
"2017-07-10","5:30","7","0"
"2017-07-10","5:45","7","0"
"2017-07-10","6:0","7","0"
"2017-07-10","6:15","7","0"
"2017-07-10","6:30","7","0"
"2017-07-10","6:45","7","64"
"2017-07-10","7:0","7","3"
"2017-07-10","7:15","7","18"
"2017-07-10","7:30","7","1"
"2017-07-10","7:45","7","0"
"2017-07-10","8:0","7","169"
"2017-07-10","8:15","7","126"
"2017-07-10","8:30","7","56"
"2017-07-10","8:45","7","0"
"2017-07-10","9:0","7","0"
"2017-07-10","9:15","7","18"
"2017-07-10","9:30","7","0"
"2017-07-10","9:45","7","0"
"2017-07-11","0:0","7","0"
"2017-07-11","0:15","7","0"
"2017-07-11","0:30","7","0"
"2017-07-11","0:45","7","0"
"2017-07-11","10:0","7","0"
"2017-07-11","10:15","7","0"
"2017-07-11","10:30","7","0"
"2017-07-11","10:45","7","0"
"2017-07-11","11:0","7","0"
"2017-07-11","11:15","7","0"
"2017-07-11","11:30","7","4"
"2017-07-11","11:45","7","0"
"2017-07-11","12:0","7","38"
"2017-07-11","12:15","7","1"
"2017-07-11","12:30","7","0"
"2017-07-11","12:45","7","0"
"2017-07-11","13:0","7","89"
"2017-07-11","13:15","7","2"
"2017-07-11","13:30","7","0"
"2017-07-11","13:45","7","0"
"2017-07-11","14:0","7","0"
"2017-07-11","14:15","7","4"
"2017-07-11","14:30","7","2"
"2017-07-11","14:45","7","0"
"2017-07-11","15:0","7","0"
"2017-07-11","15:15","7","7"
"2017-07-11","15:30","7","0"
"2017-07-11","15:45","7","0"
"2017-07-11","16:0","7","0"
"2017-07-11","16:15","7","0"
"2017-07-11","16:30","7","0"
"2017-07-11","16:45","7","0"
"2017-07-11","17:0","7","0"
"2017-07-11","17:15","7","21"
"2017-07-11","17:30","7","4"
"2017-07-11","17:45","7","1"
"2017-07-11","18:0","7","0"
"2017-07-11","18:15","7","0"
"2017-07-11","18:30","7","0"
"2017-07-11","18:45","7","0"
"2017-07-11","19:0","7","0"
"2017-07-11","19:15","7","0"
"2017-07-11","19:30","7","0"
"2017-07-11","19:45","7","0"
"2017-07-11","1:0","7","0"
"2017-07-11","1:15","7","0"
"2017-07-11","1:30","7","0"
"2017-07-11","1:45","7","0"
"2017-07-11","20:0","7","8"
"2017-07-11","20:15","7","5"
"2017-07-11","20:30","7","0"
"2017-07-11","20:45","7","0"
"2017-07-11","21:0","7","0"
"2017-07-11","21:15","7","0"
"2017-07-11","21:30","7","0"
"2017-07-11","21:45","7","0"
"2017-07-11","22:0","7","0"
"2017-07-11","22:15","7","8"
"2017-07-11","22:30","7","13"
"2017-07-11","22:45","7","0"
"2017-07-11","23:0","7","0"
"2017-07-11","23:15","7","0"
"2017-07-11","23:30","7","0"
"2017-07-11","23:45","7","0"
"2017-07-11","2:0","7","0"
"2017-07-11","2:15","7","0"
"2017-07-11","2:30","7","0"
"2017-07-11","2:45","7","0"
"2017-07-11","3:0","7","0"
"2017-07-11","3:15","7","0"
"2017-07-11","3:30","7","0"
"2017-07-11","3:45","7","0"
"2017-07-11","4:0","7","0"
"2017-07-11","4:15","7","0"
"2017-07-11","4:30","7","0"
"2017-07-11","4:45","7","0"
"2017-07-11","5:0","7","0"
"2017-07-11","5:15","7","0"
"2017-07-11","5:30","7","0"
"2017-07-11","5:45","7","0"
"2017-07-11","6:0","7","0"
"2017-07-11","6:15","7","0"
"2017-07-11","6:30","7","0"
"2017-07-11","6:45","7","48"
"2017-07-11","7:0","7","0"
"2017-07-11","7:15","7","27"
"2017-07-11","7:30","7","3"
"2017-07-11","7:45","7","0"
"2017-07-11","8:0","7","128"
"2017-07-11","8:15","7","79"
"2017-07-11","8:30","7","41"
"2017-07-11","8:45","7","0"
"2017-07-11","9:0","7","0"
"2017-07-11","9:15","7","16"
"2017-07-11","9:30","7","0"
"2017-07-11","9:45","7","2"
"2017-07-12","0:0","7","0"
"2017-07-12","0:15","7","0"
"2017-07-12","0:30","7","0"
"2017-07-12","0:45","7","0"
"2017-07-12","10:0","7","0"
"2017-07-12","10:15","7","0"
"2017-07-12","10:30","7","0"
"2017-07-12","10:45","7","0"
"2017-07-12","11:0","7","0"
"2017-07-12","11:15","7","5"
"2017-07-12","11:30","7","1"
"2017-07-12","11:45","7","0"
"2017-07-12","12:0","7","50"
"2017-07-12","12:15","7","0"
"2017-07-12","12:30","7","0"
"2017-07-12","12:45","7","0"
"2017-07-12","13:0","7","61"
"2017-07-12","13:15","7","5"
"2017-07-12","13:30","7","2"
"2017-07-12","13:45","7","0"
"2017-07-12","14:0","7","0"
"2017-07-12","14:15","7","5"
"2017-07-12","14:30","7","0"
"2017-07-12","14:45","7","0"
"2017-07-12","15:0","7","0"
"2017-07-12","15:15","7","0"
"2017-07-12","15:30","7","0"
"2017-07-12","15:45","7","0"
"2017-07-12","16:0","7","0"
"2017-07-12","16:15","7","0"
"2017-07-12","16:30","7","0"
"2017-07-12","16:45","7","3"
"2017-07-12","17:0","7","0"
"2017-07-12","17:15","7","4"
"2017-07-12","17:30","7","13"
"2017-07-12","17:45","7","2"
"2017-07-12","18:0","7","0"
"2017-07-12","18:15","7","0"
"2017-07-12","18:30","7","0"
"2017-07-12","18:45","7","0"
"2017-07-12","19:0","7","0"
"2017-07-12","19:15","7","0"
"2017-07-12","19:30","7","0"
"2017-07-12","19:45","7","0"
"2017-07-12","1:0","7","0"
"2017-07-12","1:15","7","0"
"2017-07-12","1:30","7","0"
"2017-07-12","1:45","7","0"
"2017-07-12","20:0","7","14"
"2017-07-12","20:15","7","14"
"2017-07-12","20:30","7","0"
"2017-07-12","20:45","7","0"
"2017-07-12","21:0","7","0"
"2017-07-12","21:15","7","0"
"2017-07-12","21:30","7","0"
"2017-07-12","21:45","7","0"
"2017-07-12","22:0","7","0"
"2017-07-12","22:15","7","7"
"2017-07-12","22:30","7","6"
"2017-07-12","22:45","7","0"
"2017-07-12","23:0","7","0"
"2017-07-12","23:15","7","0"
"2017-07-12","23:30","7","0"
"2017-07-12","23:45","7","0"
"2017-07-12","2:0","7","0"
"2017-07-12","2:15","7","0"
"2017-07-12","2:30","7","0"
"2017-07-12","2:45","7","0"
"2017-07-12","3:0","7","0"
"2017-07-12","3:15","7","0"
"2017-07-12","3:30","7","0"
"2017-07-12","3:45","7","0"
"2017-07-12","4:0","7","0"
"2017-07-12","4:15","7","0"
"2017-07-12","4:30","7","0"
"2017-07-12","4:45","7","0"
"2017-07-12","5:0","7","0"
"2017-07-12","5:15","7","0"
"2017-07-12","5:30","7","0"
"2017-07-12","5:45","7","0"
"2017-07-12","6:0","7","0"
"2017-07-12","6:15","7","0"
"2017-07-12","6:30","7","0"
"2017-07-12","6:45","7","28"
"2017-07-12","7:0","7","0"
"2017-07-12","7:15","7","30"
"2017-07-12","7:30","7","27"
"2017-07-12","7:45","7","0"
"2017-07-12","8:0","7","60"
"2017-07-12","8:15","7","125"
"2017-07-12","8:30","7","70"
"2017-07-12","8:45","7","0"
"2017-07-12","9:0","7","0"
"2017-07-12","9:15","7","19"
"2017-07-12","9:30","7","0"
"2017-07-12","9:45","7","6"
"2017-07-13","0:0","7","0"
"2017-07-13","0:15","7","0"
"2017-07-13","0:30","7","0"
"2017-07-13","0:45","7","0"
"2017-07-13","10:0","7","0"
"2017-07-13","10:15","7","0"
"2017-07-13","10:30","7","0"
"2017-07-13","10:45","7","0"
"2017-07-13","11:0","7","0"
"2017-07-13","11:15","7","0"
"2017-07-13","11:30","7","0"
"2017-07-13","11:45","7","0"
"2017-07-13","12:0","7","43"
"2017-07-13","12:15","7","0"
"2017-07-13","12:30","7","0"
"2017-07-13","12:45","7","0"
"2017-07-13","13:0","7","0"
"2017-07-13","13:15","7","1"
"2017-07-13","13:30","7","1"
"2017-07-13","13:45","7","0"
"2017-07-13","14:0","7","0"
"2017-07-13","14:15","7","1"
"2017-07-13","14:30","7","0"
"2017-07-13","14:45","7","0"
"2017-07-13","15:0","7","0"
"2017-07-13","15:15","7","0"
"2017-07-13","15:30","7","0"
"2017-07-13","15:45","7","0"
"2017-07-13","16:0","7","0"
"2017-07-13","16:15","7","0"
"2017-07-13","16:30","7","0"
"2017-07-13","16:45","7","0"
"2017-07-13","17:0","7","0"
"2017-07-13","17:15","7","10"
"2017-07-13","17:30","7","12"
"2017-07-13","17:45","7","1"
"2017-07-13","18:0","7","0"
"2017-07-13","18:15","7","0"
"2017-07-13","18:30","7","0"
"2017-07-13","18:45","7","0"
"2017-07-13","19:0","7","0"
"2017-07-13","19:15","7","0"
"2017-07-13","19:30","7","3"
"2017-07-13","19:45","7","1"
"2017-07-13","1:0","7","0"
"2017-07-13","1:15","7","0"
"2017-07-13","1:30","7","0"
"2017-07-13","1:45","7","0"
"2017-07-13","20:0","7","1"
"2017-07-13","20:15","7","8"
"2017-07-13","20:30","7","7"
"2017-07-13","20:45","7","0"
"2017-07-13","21:0","7","0"
"2017-07-13","21:15","7","0"
"2017-07-13","21:30","7","0"
"2017-07-13","21:45","7","0"
"2017-07-13","22:0","7","0"
"2017-07-13","22:15","7","3"
"2017-07-13","22:30","7","11"
"2017-07-13","22:45","7","0"
"2017-07-13","23:0","7","0"
"2017-07-13","23:15","7","0"
"2017-07-13","23:30","7","0"
"2017-07-13","23:45","7","0"
"2017-07-13","2:0","7","0"
"2017-07-13","2:15","7","0"
"2017-07-13","2:30","7","0"
"2017-07-13","2:45","7","0"
"2017-07-13","3:0","7","0"
"2017-07-13","3:15","7","0"
"2017-07-13","3:30","7","0"
"2017-07-13","3:45","7","0"
"2017-07-13","4:0","7","0"
"2017-07-13","4:15","7","0"
"2017-07-13","4:30","7","0"
"2017-07-13","4:45","7","0"
"2017-07-13","5:0","7","0"
"2017-07-13","5:15","7","0"
"2017-07-13","5:30","7","0"
"2017-07-13","5:45","7","0"
"2017-07-13","6:0","7","0"
"2017-07-13","6:15","7","0"
"2017-07-13","6:30","7","0"
"2017-07-13","6:45","7","25"
"2017-07-13","7:0","7","1"
"2017-07-13","7:15","7","26"
"2017-07-13","7:30","7","9"
"2017-07-13","7:45","7","0"
"2017-07-13","8:0","7","142"
"2017-07-13","8:15","7","106"
"2017-07-13","8:30","7","59"
"2017-07-13","8:45","7","0"
"2017-07-13","9:0","7","0"
"2017-07-13","9:15","7","15"
"2017-07-13","9:30","7","0"
"2017-07-13","9:45","7","1"
"2017-07-14","0:0","7","0"
"2017-07-14","0:15","7","0"
"2017-07-14","0:30","7","0"
"2017-07-14","0:45","7","0"
"2017-07-14","10:0","7","0"
"2017-07-14","10:15","7","0"
"2017-07-14","10:30","7","0"
"2017-07-14","10:45","7","0"
"2017-07-14","11:0","7","0"
"2017-07-14","11:15","7","2"
"2017-07-14","11:30","7","0"
"2017-07-14","11:45","7","0"
"2017-07-14","12:0","7","36"
"2017-07-14","12:15","7","1"
"2017-07-14","12:30","7","0"
"2017-07-14","12:45","7","0"
"2017-07-14","13:0","7","82"
"2017-07-14","13:15","7","9"
"2017-07-14","13:30","7","4"
"2017-07-14","13:45","7","0"
"2017-07-14","14:0","7","0"
"2017-07-14","14:15","7","1"
"2017-07-14","14:30","7","0"
"2017-07-14","14:45","7","0"
"2017-07-14","15:0","7","0"
"2017-07-14","15:15","7","4"
"2017-07-14","15:30","7","0"
"2017-07-14","15:45","7","0"
"2017-07-14","16:0","7","0"
"2017-07-14","16:15","7","0"
"2017-07-14","16:30","7","0"
"2017-07-14","16:45","7","0"
"2017-07-14","17:0","7","0"
"2017-07-14","17:15","7","9"
"2017-07-14","17:30","7","8"
"2017-07-14","17:45","7","6"
"2017-07-14","18:0","7","0"
"2017-07-14","18:15","7","0"
"2017-07-14","18:30","7","0"
"2017-07-14","18:45","7","0"
"2017-07-14","19:0","7","0"
"2017-07-14","19:15","7","0"
"2017-07-14","19:30","7","0"
"2017-07-14","19:45","7","0"
"2017-07-14","1:0","7","0"
"2017-07-14","1:15","7","0"
"2017-07-14","1:30","7","0"
"2017-07-14","1:45","7","0"
"2017-07-14","20:0","7","0"
"2017-07-14","20:15","7","7"
"2017-07-14","20:30","7","1"
"2017-07-14","20:45","7","0"
"2017-07-14","21:0","7","0"
"2017-07-14","21:15","7","0"
"2017-07-14","21:30","7","0"
"2017-07-14","21:45","7","0"
"2017-07-14","22:0","7","0"
"2017-07-14","22:15","7","3"
"2017-07-14","22:30","7","18"
"2017-07-14","22:45","7","0"
"2017-07-14","23:0","7","0"
"2017-07-14","23:15","7","0"
"2017-07-14","23:30","7","0"
"2017-07-14","23:45","7","0"
"2017-07-14","2:0","7","0"
"2017-07-14","2:15","7","0"
"2017-07-14","2:30","7","0"
"2017-07-14","2:45","7","0"
"2017-07-14","3:0","7","0"
"2017-07-14","3:15","7","0"
"2017-07-14","3:30","7","0"
"2017-07-14","3:45","7","0"
"2017-07-14","4:0","7","0"
"2017-07-14","4:15","7","0"
"2017-07-14","4:30","7","0"
"2017-07-14","4:45","7","0"
"2017-07-14","5:0","7","0"
"2017-07-14","5:15","7","0"
"2017-07-14","5:30","7","0"
"2017-07-14","5:45","7","0"
"2017-07-14","6:0","7","0"
"2017-07-14","6:15","7","0"
"2017-07-14","6:30","7","0"
"2017-07-14","6:45","7","49"
"2017-07-14","7:0","7","8"
"2017-07-14","7:15","7","16"
"2017-07-14","7:30","7","8"
"2017-07-14","7:45","7","0"
"2017-07-14","8:0","7","35"
"2017-07-14","8:15","7","123"
"2017-07-14","8:30","7","96"
"2017-07-14","8:45","7","0"
"2017-07-14","9:0","7","0"
"2017-07-14","9:15","7","16"
"2017-07-14","9:30","7","0"
"2017-07-14","9:45","7","5"
